R0uta,Afro House,Ambient,Deep House,Pop/Dance,Techno,Trance,Progressive House,RMS,Tiempo Inicio,Tiempo Fin,ZCR,Mean Absolute Amplitude,Crest Factor,Standard Deviation of Amplitude,Spectral Centroid,Spectral Bandwidth,Spectral Roll-off,Spectral Flux,VAD,Spectral Variation,Tempo
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_411.png,0,0,0,0,0,1,0,0.18106653,34:15,34:20,0.0078125,0.15232052,3.5879188,0.19369084,1248.5930584359924,2174.194346230303,2446.3417424956497,1.2593035,1,0.6528908,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_412.png,0,0,0,0,0,1,0,0.18274064,34:20,34:25,0.0068359375,0.15376782,3.5939658,0.1944345,1399.8984100629368,2306.438701724531,2788.6747072578305,1.1837549,1,0.6809955,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_413.png,0,0,0,0,0,1,0,0.17787078,34:25,34:30,0.015625,0.1492337,3.6713974,0.18972172,1656.9159848303977,2534.1177457775702,3595.5453115936775,1.2074118,1,0.6942111,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_414.png,0,0,0,0,0,1,0,0.18152554,34:30,34:35,0.0166015625,0.15311684,3.4775536,0.19320491,2065.4779941678516,2827.6945726240165,4751.693463602088,1.1371919,1,0.73667425,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_415.png,0,0,0,0,0,1,0,0.18015075,34:35,34:40,0.02783203125,0.15171689,3.6164494,0.19137032,2470.537455744913,3120.552832474011,5667.778875435035,1.1848413,1,0.8125575,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_416.png,0,0,0,0,0,1,0,0.17953517,34:40,34:45,0.0224609375,0.15033853,3.6440587,0.19100259,2589.5633217814457,3189.22261545163,5969.793290494489,1.1449597,1,0.8201189,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_417.png,0,0,0,0,0,1,0,0.11477392,34:45,34:50,0.03369140625,0.09542674,6.039258,0.14361331,2610.3503932101507,2936.065503999412,5523.141698992169,1.0201385,1,0.78325665,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_418.png,0,0,0,0,0,1,0,0.039044958,34:50,34:55,0.0390625,0.03180973,14.635128,0.05865381,2426.3754426630057,2462.035287474804,4466.415992966938,0.93682295,1,0.33148053,123.046875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_419.png,0,0,0,0,0,1,0,0.07687707,34:55,35:00,0.0048828125,0.06423893,7.5441427,0.11591697,2385.8733523784904,2624.2822048956846,4614.300636238399,1.0037127,1,0.4850559,114.84375
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_420.png,0,0,0,0,0,1,0,0.1363803,35:00,35:05,0.0390625,0.11470216,4.553269,0.16503008,2059.334720566248,2597.836423187767,4206.568685651102,1.0945544,1,0.67834,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_421.png,0,0,0,0,0,1,0,0.17519107,35:05,35:10,0.00341796875,0.14813526,3.4779544,0.18941198,1443.641000945822,2435.767723388869,2991.666364559165,1.1701775,1,0.5946171,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_422.png,0,0,0,0,0,1,0,0.11094784,35:10,35:15,0.00830078125,0.090893894,6.3371153,0.12869269,2114.681721310207,2798.6751897714576,4337.616462441995,1.1630895,1,0.709541,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_423.png,0,0,0,0,0,1,0,0.2251816,35:15,35:20,0.0048828125,0.1897984,3.392694,0.24079531,2221.607490283417,3182.5885697897706,5058.95378661543,1.4438125,1,0.92909944,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_424.png,0,0,0,0,0,1,0,0.20303115,35:20,35:25,0.0009765625,0.17108935,3.988405,0.22395273,2499.221260420326,3394.3630229812393,5899.198357743619,1.4135389,1,0.94318557,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_425.png,0,0,0,0,0,1,0,0.19910938,35:25,35:30,0.0087890625,0.16719238,4.195097,0.21877646,2819.3947956269444,3469.6453783955335,6538.899361948956,1.3037195,1,0.98413396,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_426.png,0,0,0,0,0,1,0,0.17786583,35:30,35:35,0.02880859375,0.14935982,4.5611415,0.19201787,3065.308276638288,3631.5685565276954,7010.681350601798,1.3071845,1,0.91674596,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_427.png,0,0,0,0,0,1,0,0.21224207,35:35,35:40,0.01953125,0.18057488,4.6489744,0.23400943,2284.4506054697104,3312.0783606511604,5395.890960339327,1.1934061,1,0.904422,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_428.png,0,0,0,0,0,1,0,0.14138839,35:40,35:45,0.0078125,0.1187761,4.798066,0.16794796,3022.3025704651295,3584.4913616740755,7079.677530452436,1.0889069,1,0.80944467,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_429.png,0,0,0,0,0,1,0,0.06444527,35:45,35:50,0.064453125,0.05302132,5.7914467,0.06801004,3836.9040427907876,3813.4419906027874,8613.431133084398,1.0434709,1,0.49626088,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_430.png,0,0,0,0,0,1,0,0.07369798,35:50,35:55,0.017578125,0.06014795,5.0579157,0.0758546,3410.107028708332,3533.2526054720743,7393.482748151102,1.0396625,1,0.5064744,139.6748310810811
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_431.png,0,0,0,0,0,1,0,0.07856207,35:55,36:00,0.021484375,0.06370676,4.8998055,0.0800509,3504.205473686832,3499.0068669430607,7427.256403168503,0.98978275,1,0.5156217,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_432.png,0,0,0,0,0,1,0,0.14650209,36:00,36:05,0.04638671875,0.12343044,4.441113,0.17412803,1478.6937644978577,2182.749741462424,2841.783280162413,1.1655939,1,0.6808294,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_433.png,0,0,0,0,0,1,0,0.19657913,36:05,36:10,0.00439453125,0.16661714,3.3848717,0.21246228,1870.9851185320872,2795.711199883079,4193.179130111659,1.223361,1,0.8086984,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_434.png,0,0,0,0,0,1,0,0.19155017,36:10,36:15,0.005859375,0.1624832,3.4971457,0.2091795,1181.0012663522507,2220.6346949619383,2183.546734520012,1.3047198,1,0.6436031,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_435.png,0,0,0,0,0,1,0,0.19029737,36:15,36:20,0.0009765625,0.16049542,3.697815,0.20880564,1516.2372239118195,2582.5860971928337,3120.4658950841067,1.2793542,1,0.73090297,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_436.png,0,0,0,0,0,1,0,0.11358742,36:20,36:25,0.00146484375,0.09502238,5.5495453,0.14090884,2823.442620035936,3253.146703795016,6309.228515625,1.1458503,1,0.7382034,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_437.png,0,0,0,0,0,1,0,0.09842216,36:25,36:30,0.0546875,0.08186631,7.055187,0.12075893,3496.0511608973543,3535.9229042765055,7638.991240392981,1.0678747,1,0.7651071,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_438.png,0,0,0,0,0,1,0,0.20259038,36:30,36:35,0.0283203125,0.17203313,3.2640023,0.21754007,1208.3128473173567,2274.7470330963083,2276.1245196490718,1.3026781,1,0.64605397,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_439.png,0,0,0,0,0,1,0,0.20461696,36:35,36:40,0.00732421875,0.17255329,3.5410058,0.2173641,2320.4878957923156,3398.3432408531444,5678.8202626522625,1.2015198,1,0.85552466,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_440.png,0,0,0,0,0,1,0,0.19353114,36:40,36:45,0.04833984375,0.16219367,3.8068311,0.20746411,2182.712523403387,3095.1352653363297,4987.809282555105,1.1854594,1,0.8165658,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_441.png,0,0,0,0,0,1,0,0.20998737,36:45,36:50,0.01171875,0.1776829,3.9907272,0.22450396,1828.0830582534816,2817.2324619055457,4007.17422237529,1.3161417,1,0.80808294,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_442.png,0,0,0,0,0,1,0,0.19555216,36:50,36:55,0.0166015625,0.16373038,3.9727569,0.20870298,2072.514166500755,2931.415767883994,4606.856443046694,1.2130489,1,0.805714,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_443.png,0,0,0,0,0,1,0,0.19131573,36:55,37:00,0.025390625,0.1595262,4.5971084,0.20468667,2330.719438122488,3206.621376076974,5215.93133700696,1.2048719,1,0.8954127,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_444.png,0,0,0,0,0,1,0,0.18167837,37:00,37:05,0.013671875,0.15057375,4.6255417,0.19812168,2372.409885673335,3181.0357609991524,5225.373971323956,1.2299292,1,0.9222688,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_445.png,0,0,0,0,0,1,0,0.15067056,37:05,37:10,0.00830078125,0.12409852,4.912448,0.16427843,2904.588484014795,3280.2665685611396,6164.341534041473,1.246584,1,1.0212308,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_446.png,0,0,0,0,0,1,0,0.0850378,37:10,37:15,0.04833984375,0.06667582,10.152954,0.0895831,3843.5515979706897,3604.1666832882775,7843.181962369489,1.212097,1,0.850829,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_447.png,0,0,0,0,0,1,0,0.12161664,37:15,37:20,0.04541015625,0.09874913,6.8907795,0.14869374,3609.8573904411087,3532.225668037679,7406.022966212297,1.218386,1,1.0367975,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_448.png,0,0,0,0,0,1,0,0.2303036,37:20,37:25,0.0107421875,0.19524005,3.596064,0.23958051,2699.1205711409884,3401.157451438178,6082.755175101508,1.1742435,1,0.99478453,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_449.png,0,0,0,0,0,1,0,0.2116444,37:25,37:30,0.01025390625,0.17930704,4.3315806,0.21420851,2625.556947785582,3314.5661389591623,5753.911687935035,1.1791261,1,0.91382116,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_450.png,0,0,0,0,0,1,0,0.20852707,37:30,37:35,0.01806640625,0.17678589,3.564612,0.21119228,2678.693104970619,3344.9135976608122,5892.653463058295,1.1968482,1,0.9067375,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_451.png,0,0,0,0,0,1,0,0.07269561,37:35,37:40,0.0126953125,0.05890235,8.860907,0.09090478,2126.6111612782993,2006.8965000092835,3816.223172853828,0.9957118,1,0.779916,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_452.png,0,0,0,0,0,1,0,0.04148079,37:40,37:45,0.025390625,0.033464786,4.9118714,0.042721577,1541.049101744024,1855.954916827218,2896.2907618546983,1.0177003,1,0.24831174,123.046875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_453.png,0,0,0,0,0,1,0,0.073486865,37:45,37:50,0.0146484375,0.05945124,8.099141,0.07732147,1375.1172467292447,1515.358137516531,2401.926388486079,1.0071757,1,0.51172054,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_454.png,0,0,0,0,0,1,0,0.09851042,37:50,37:55,0.03076171875,0.07883574,5.954502,0.10145539,2824.598304665861,2765.8587053990295,5405.033828487529,1.097568,1,0.7585466,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_455.png,0,0,0,0,0,1,0,0.15223038,37:55,38:00,0.0341796875,0.122318365,5.3379307,0.15517585,3043.2627445482985,3268.191998037566,6376.176293322216,1.029383,1,0.9798315,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_456.png,0,0,0,0,0,1,0,0.16101798,38:00,38:05,0.02685546875,0.13474667,5.244426,0.17850982,2499.265569966014,2997.8295745540345,5096.974129024072,1.1038964,1,1.026597,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_457.png,0,0,0,0,0,1,0,0.2181536,38:05,38:10,0.0087890625,0.18541618,4.553282,0.22119571,1896.7337373575085,2893.509859629991,4240.642106837297,1.1923115,1,0.78612936,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_458.png,0,0,0,0,0,1,0,0.20031625,38:10,38:15,0.00439453125,0.17001496,3.2312617,0.203356,1878.6053183605343,2886.591465735984,4208.617087804524,1.1866184,1,0.7096473,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_459.png,0,0,0,0,0,1,0,0.1865414,38:15,38:20,0.0029296875,0.15826267,3.5313675,0.19268449,2584.8946692465233,3387.225335925381,6012.759774688225,1.1733623,1,0.76730245,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_460.png,0,0,0,0,0,1,0,0.19821039,38:20,38:25,0.0146484375,0.16827263,4.335122,0.20102814,2512.7805885501934,3404.1155698578336,5949.1094248477375,1.191456,1,0.7443336,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_461.png,0,0,0,0,0,1,0,0.18447728,38:25,38:30,0.01953125,0.15597983,3.7612274,0.19018173,2731.4406678221953,3442.4360819370813,6277.25345762036,1.1604878,1,0.8162415,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_462.png,0,0,0,0,0,1,0,0.1912152,38:30,38:35,0.025390625,0.16236007,3.3411372,0.19382818,2788.8863364231574,3455.468051264911,6306.980269359049,1.1570636,1,0.8105098,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_463.png,0,0,0,0,0,1,0,0.15397006,38:35,38:40,0.01708984375,0.12886743,5.4468784,0.16671194,3180.385333097894,3455.3949536664104,6792.901228973318,1.1623489,1,0.8873577,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_464.png,0,0,0,0,0,1,0,0.13504325,38:40,38:45,0.0625,0.11211295,5.7874947,0.15255302,3484.116635366723,3535.6388898472205,7303.452975456787,1.1729658,1,0.9098302,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_465.png,0,0,0,0,0,1,0,0.19412965,38:45,38:50,0.02392578125,0.16432077,4.6852393,0.19653082,2950.2859320456496,3531.420695797606,6729.850411470417,1.182202,1,0.9155562,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_466.png,0,0,0,0,0,1,0,0.08754423,38:50,38:55,0.005859375,0.06989184,8.189617,0.09418896,3854.7337481659606,3515.1196905771726,7722.476118401973,1.122421,1,0.86868393,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_467.png,0,0,0,0,0,1,0,0.185446,38:55,39:00,0.06396484375,0.1573967,3.2669787,0.18999106,2466.941926564417,3253.7731533983806,5545.424317539153,1.2831556,1,0.8473749,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_468.png,0,0,0,0,0,1,0,0.19719511,39:00,39:05,0.005859375,0.16788343,4.3467364,0.20000546,2401.7567866102013,3359.3567104250865,5571.55393525232,1.3070657,1,0.7561284,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_469.png,0,0,0,0,0,1,0,0.1892165,39:05,39:10,0.00390625,0.16016148,3.828867,0.19430244,2572.3587205204876,3450.806566868315,6011.510748984919,1.3117417,1,0.8178274,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_470.png,0,0,0,0,0,1,0,0.20121112,39:10,39:15,0.00244140625,0.1709198,3.8710024,0.20394014,2730.2931199852796,3556.906231081232,6469.603415929524,1.293423,1,0.8808479,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_471.png,0,0,0,0,0,1,0,0.089511685,39:15,39:20,0.001953125,0.071272306,9.792995,0.094480366,3344.8496905235897,3499.7986672710053,7230.060225130511,1.1594055,1,0.70367026,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_472.png,0,0,0,0,0,1,0,0.1442488,39:20,39:25,0.02685546875,0.11869302,4.591637,0.15715091,3287.463872774942,3528.933990998587,7201.882205263921,1.1955247,1,0.9852642,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_473.png,0,0,0,0,0,1,0,0.16831113,39:25,39:30,0.09423828125,0.13969399,4.1473308,0.17930715,3212.164800008276,3632.199465393537,7342.822265625,1.2797986,1,0.9800584,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_474.png,0,0,0,0,0,1,0,0.166545,39:30,39:35,0.072265625,0.13837291,4.1355557,0.17696467,3265.294243365134,3689.183319783224,7515.087890625,1.266925,1,0.96876967,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_475.png,0,0,0,0,0,1,0,0.1434444,39:35,39:40,0.06298828125,0.11826515,4.8516793,0.155585,3450.3926751868435,3736.8050314801617,7776.6338728973315,1.2356378,1,0.95148426,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_476.png,0,0,0,0,0,1,0,0.10608476,39:40,39:45,0.05322265625,0.08469628,5.2208524,0.10818018,3280.353888573882,3617.937058842095,7536.221405524942,1.1613019,1,0.79174787,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_477.png,0,0,0,0,0,1,0,0.097352445,39:45,39:50,0.0380859375,0.077841006,5.321876,0.098834276,2655.2745005809534,3002.527223702009,6231.0894676261605,1.0946615,1,0.6288265,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_478.png,0,0,0,0,0,1,0,0.095921844,39:50,39:55,0.01806640625,0.076625906,4.923262,0.09757392,2114.7194929160446,2409.6452162172527,4567.337269794083,1.0662059,1,0.55712265,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_479.png,0,0,0,0,0,1,0,0.095264345,39:55,40:00,0.0185546875,0.076332934,4.5646577,0.09636647,2407.879708619711,2598.3489120213035,5155.128765770011,0.97167736,1,0.5361733,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_480.png,0,0,0,0,0,1,0,0.09780211,40:00,40:05,0.0361328125,0.07852826,5.3421955,0.09887016,3140.437680922022,3285.499243840275,6669.897177711717,0.9530586,1,0.60742795,117.45383522727273
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_481.png,0,0,0,0,0,1,0,0.13444668,40:05,40:10,0.03369140625,0.11003136,6.503413,0.14653581,3159.16369933216,3379.135927621078,6654.509181046984,1.0269043,1,1.0836816,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_482.png,0,0,0,0,0,1,0,0.17978568,40:10,40:15,0.005859375,0.15011159,3.7319808,0.19189736,3281.335638456107,3583.606837484988,7212.324060143562,1.1936327,1,1.0428236,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_483.png,0,0,0,0,0,1,0,0.17618527,40:15,40:20,0.00439453125,0.14689702,3.678616,0.186928,2652.128645651615,3160.0589341623904,5781.789941632831,1.2193384,1,0.9676018,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_484.png,0,0,0,0,0,1,0,0.17116846,40:20,40:25,0.00537109375,0.14214177,3.6935277,0.18087319,2733.69325716338,3223.247102084018,5958.951747389791,1.2075844,1,0.96319485,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_485.png,0,0,0,0,0,1,0,0.1640935,40:25,40:30,0.0576171875,0.13559087,4.2966523,0.1743403,2872.6600261864637,3314.7775448920033,6294.78977849478,1.1873491,1,0.9434252,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_486.png,0,0,0,0,0,1,0,0.13711932,40:30,40:35,0.0751953125,0.11341931,5.138692,0.14696588,3124.3762565474176,3463.2249070351736,6787.4055158787705,1.1409165,1,0.9011175,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_487.png,0,0,0,0,0,1,0,0.12904194,40:35,40:40,0.01953125,0.10387749,4.845304,0.13331023,2191.2145367980493,2766.2505189728017,4157.25715088457,1.040033,1,0.81829804,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_488.png,0,0,0,0,0,1,0,0.121349625,40:40,40:45,0.0244140625,0.09792662,5.4111342,0.12583719,1922.159973486706,2410.181558488237,3437.4686185832365,1.0977018,1,0.7895667,117.45383522727273
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_489.png,0,0,0,0,0,1,0,0.12732075,40:45,40:50,0.0224609375,0.10271618,5.3911366,0.1334361,1806.727036710667,2431.8805283377264,3249.115542524652,1.1178823,1,0.829404,117.45383522727273
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_490.png,0,0,0,0,0,1,0,0.11914797,40:50,40:55,0.0390625,0.09595806,5.516083,0.12477682,2032.659194565572,2633.952195094746,3831.6111695185614,1.1154941,1,0.80758464,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_491.png,0,0,0,0,0,1,0,0.11247296,40:55,41:00,0.017578125,0.09042099,6.82461,0.11783641,3044.9996745810067,3624.4133307900183,6839.215102051914,1.0014163,1,0.7617899,114.84375
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_492.png,0,0,0,0,0,1,0,0.101767346,41:00,41:05,0.041015625,0.08151643,5.6892633,0.10492139,3384.4012772054007,3737.6352522474663,7421.810651102088,1.029659,1,0.73994464,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_493.png,0,0,0,0,0,1,0,0.09232341,41:05,41:10,0.0400390625,0.073863626,5.503166,0.09379456,3487.925882245504,3813.1547461766713,7724.574481583527,1.0541548,1,0.62975055,95.703125
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_494.png,0,0,0,0,0,1,0,0.0978206,41:10,41:15,0.03857421875,0.07810583,5.487409,0.09951352,3510.1764283695716,3851.5485783152762,7873.1585792488395,1.0618203,1,0.70483965,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_495.png,0,0,0,0,0,1,0,0.11342762,41:15,41:20,0.03515625,0.091058694,4.722944,0.11528277,3325.000137024812,3796.477046651416,7494.503947034513,1.0081332,1,0.7352427,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_496.png,0,0,0,0,0,1,0,0.11533375,41:20,41:25,0.0166015625,0.0925427,5.1870117,0.11784753,3719.076273397845,3877.869931176153,8195.557093786252,0.9833933,1,0.7871196,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_497.png,0,0,0,0,0,1,0,0.13499059,41:25,41:30,0.04736328125,0.10796362,5.06212,0.14044368,3269.8701194508612,3631.3467116275983,7301.554456387761,0.9450526,1,0.8482358,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_498.png,0,0,0,0,0,1,0,0.07569485,41:30,41:35,0.02001953125,0.06025135,7.623378,0.08752663,2792.3382345273476,3086.215010708886,5765.402724405452,1.036796,1,0.77958906,114.84375
