Ruta,Break,Pre-Drop,Drop,Valencia_0.0,Valencia_0.1,Valencia_0.2,Valencia_0.3,Valencia_0.4,Valencia_0.5,Valencia_0.6,Valencia_0.7,Valencia_0.8,Valencia_0.9,Valencia_1.0,Arousal_0.0,Arousal_0.1,Arousal_0.2,Arousal_0.3,Arousal_0.4,Arousal_0.5,Arousal_0.6,Arousal_0.7,Arousal_0.8,Arousal_0.9,Arousal_1.0,Tiempo Inicio,Tiempo Fin,RMS,ZCR,Mean Absolute Amplitude,Crest Factor,Standard Deviation of Amplitude,Spectral Centroid,Spectral Bandwidth,Spectral Roll-off,Spectral Flux,VAD,Spectral Variation,Tempo
espectrogramas_salida_secciones_2\Elderbrook- Find My Way To You _fragmento_27.png,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2:15,2:20,0.4052485525608063,0.0087890625,0.3457832038402557,3.145126104354858,0.417043000459671,2701.08678704399,3625.143044782497,6308.628983287413,1.259627103805542,1,2.156865835189819,120.1853197674419
espectrogramas_salida_secciones_2\Elderbrook- Find My Way To You _fragmento_28.png,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2:20,2:25,0.4016061127185822,0.01953125,0.3435763120651245,3.368789672851562,0.4143588840961456,2712.117462169998,3653.178951118906,6398.608794953596,1.253676295280457,1,2.11370325088501,120.1853197674419
espectrogramas_salida_secciones_2\Elderbrook- Find My Way To You _fragmento_29.png,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2:25,2:30,0.393608421087265,0.0224609375,0.3348897695541382,3.161637783050537,0.4069443643093109,2716.824408823867,3594.883362209779,6363.586114232889,1.193626165390015,1,2.156508445739746,120.1853197674419
espectrogramas_salida_secciones_2\Elderbrook- Find My Way To You _fragmento_30.png,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2:30,2:35,0.4098381102085114,0.013671875,0.3521367311477661,3.191914319992065,0.4212897419929504,2682.878150848858,3556.927068845995,6315.873332366589,1.226556539535522,1,2.136859178543091,120.1853197674419
espectrogramas_salida_secciones_2\Elderbrook- Find My Way To You _fragmento_31.png,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2:35,2:40,0.3406949043273926,0.025390625,0.2870427966117859,3.429283142089844,0.3599966466426849,3057.451156819925,3739.15745057948,7108.055394431554,1.1790452003479,1,2.167313814163208,120.1853197674419
espectrogramas_salida_secciones_2\Elderbrook- Find My Way To You _fragmento_32.png,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2:40,2:45,0.1197234690189362,0.03271484375,0.09827236831188202,5.531024932861328,0.1247701942920685,3319.242983068633,3807.28711277647,7758.547980713457,1.016886830329895,1,0.847074031829834,143.5546875
espectrogramas_salida_secciones_2\Elderbrook- Find My Way To You _fragmento_33.png,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2:45,2:50,0.1093172207474709,0.013671875,0.09032387286424637,5.646021366119385,0.1128301844000816,1677.055810835386,1960.138445666229,3296.928246447216,1.062472105026245,1,0.5903238654136658,143.5546875
espectrogramas_salida_secciones_2\Elderbrook- Find My Way To You _fragmento_34.png,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2:50,2:55,0.1060187071561813,0.01123046875,0.08745881915092468,4.049578189849854,0.1093859374523163,1156.289474066693,1403.330434963656,2246.497629966647,0.9609155654907227,1,0.4414162635803223,129.19921875
espectrogramas_salida_secciones_2\Elderbrook- Find My Way To You _fragmento_35.png,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2:55,3:00,0.1068868786096573,0.01123046875,0.08829350769519806,4.400097370147705,0.1112640574574471,901.2146467147717,1292.047858544448,1477.34760187065,0.8963189721107483,1,0.3747771084308624,123.046875
espectrogramas_salida_secciones_2\Elderbrook- Find My Way To You _fragmento_36.png,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3:00,3:05,0.1086836308240891,0.009765625,0.09008534997701645,5.35222053527832,0.1130703687667847,763.999590938925,1204.671033771886,1097.344021896752,0.8210885524749756,1,0.3562226295471191,120.1853197674419
espectrogramas_salida_secciones_2\Elderbrook- Find My Way To You _fragmento_37.png,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3:05,3:10,0.1034374162554741,0.01220703125,0.08546393364667892,3.990107536315918,0.1065793409943581,743.9498282143077,1148.771595328748,1130.268339435905,0.759157121181488,1,0.3246329128742218,120.1853197674419
espectrogramas_salida_secciones_2\Elderbrook- Find My Way To You _fragmento_38.png,1,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3:10,3:15,0.2609677910804749,0.01416015625,0.2204553335905075,3.699408054351807,0.3035250604152679,1281.902555036385,2011.93672770501,2384.240184527262,0.8940810561180115,1,1.290556192398071,120.1853197674419
espectrogramas_salida_secciones_2\Elderbrook- Find My Way To You _fragmento_39.png,1,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3:15,3:20,0.375288337469101,0.00634765625,0.3203811049461365,2.603673696517944,0.3896767199039459,710.9230583008676,1474.193031438916,1167.389383338167,1.033076405525208,1,1.165240406990051,120.1853197674419
espectrogramas_salida_secciones_2\Elderbrook- Find My Way To You _fragmento_40.png,1,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3:20,3:25,0.375512421131134,0.01171875,0.31891268491745,2.569383144378662,0.38941890001297,709.0249065540665,1435.210008798307,1225.743864196636,0.9809233546257019,1,1.063661217689514,120.1853197674419
espectrogramas_salida_secciones_2\Elderbrook- Find My Way To You _fragmento_41.png,1,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3:25,3:30,0.3707574307918549,0.00634765625,0.3161927163600922,2.652442216873169,0.3848224282264709,1056.112188123756,1998.312710887439,1944.533175935325,1.06121826171875,1,1.286013841629028,120.1853197674419
espectrogramas_salida_secciones_2\Elderbrook- Find My Way To You _fragmento_42.png,1,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3:30,3:35,0.3701271414756775,0.00439453125,0.3159106373786926,2.610615730285645,0.3844339847564697,1043.783116337843,2244.426413330486,1687.333803110499,1.076601147651672,1,1.044559359550476,120.1853197674419
espectrogramas_salida_secciones_2\Elderbrook- Find My Way To You _fragmento_43.png,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3:35,3:40,0.356537252664566,0.0107421875,0.305703729391098,2.714317321777344,0.3751632869243622,1192.351242263486,2379.81539373336,2034.662870685905,1.07315981388092,1,1.124013781547546,120.1853197674419
espectrogramas_salida_secciones_2\Elderbrook- Find My Way To You _fragmento_44.png,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3:40,3:45,0.3045845329761505,0.005859375,0.2578000724315643,3.414283275604248,0.3274498283863068,2193.968089436126,3163.374226448082,4837.526509933295,1.097423315048218,1,1.662203907966614,120.1853197674419
espectrogramas_salida_secciones_2\Elderbrook- Find My Way To You _fragmento_45.png,0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3:45,3:50,0.3931025862693787,0.02685546875,0.3352407515048981,2.963741064071655,0.4059698283672333,2971.707834229191,3781.975234672097,7036.810968314965,1.166454076766968,1,2.065991401672363,120.1853197674419
espectrogramas_salida_secciones_2\Elderbrook- Find My Way To You _fragmento_46.png,0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3:50,3:55,0.4059998989105225,0.01220703125,0.3475577831268311,2.721528291702271,0.4181567132472992,2654.01753463355,3525.488846230907,6271.408017328887,1.21973705291748,1,2.011505126953125,120.1853197674419
espectrogramas_salida_secciones_2\Elderbrook- Find My Way To You _fragmento_47.png,0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3:55,4:00,0.3974311947822571,0.0234375,0.3396918177604675,3.538130044937134,0.4110580086708069,2930.536099092471,3694.281549739425,6897.819388051044,1.219154953956604,1,2.072095155715942,120.1853197674419
espectrogramas_salida_secciones_2\Elderbrook- Find My Way To You _fragmento_48.png,0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4:00,4:05,0.3931304812431335,0.02392578125,0.3359965682029724,2.993283987045288,0.4066706895828247,2880.834003830461,3711.895416943287,6787.655321019432,1.168626308441162,1,2.041147708892822,120.1853197674419
espectrogramas_salida_secciones_2\Elderbrook- Find My Way To You _fragmento_49.png,0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4:05,4:10,0.4022793173789978,0.017578125,0.3446808755397797,2.941957473754883,0.4151681065559387,2733.332288289396,3552.377424494401,6395.361328125,1.211402535438538,1,2.039688110351562,120.1853197674419
espectrogramas_salida_secciones_2\Elderbrook- Find My Way To You _fragmento_50.png,0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4:10,4:15,0.376404732465744,0.009765625,0.3205458223819733,2.904337167739868,0.3928348124027252,2881.648011457155,3622.368059061737,6706.36872824826,1.218277812004089,1,2.065373182296753,120.1853197674419
espectrogramas_salida_secciones_2\Elderbrook- Find My Way To You _fragmento_51.png,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4:15,4:20,0.05762862414121628,0.03466796875,0.0470455214381218,19.85425567626953,0.1118240877985954,3029.804483217198,3164.530567765774,5757.059232707366,0.7972631454467773,1,1.164520025253296,120.1853197674419
espectrogramas_salida_secciones_2\Eli & Fur - Otherside (Nils Hoffmann Remix) [Official Audio]_fragmento_0.png,1,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0:00,0:05,0.0718500092625618,0.0146484375,0.06069368496537209,5.55470085144043,0.07675915956497192,412.7448662098832,516.4481338619603,715.1685767590618,0.7004381418228149,1,0.1700523346662521,125.0
espectrogramas_salida_secciones_2\Eli & Fur - Otherside (Nils Hoffmann Remix) [Official Audio]_fragmento_1.png,1,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0:05,0:10,0.0847516804933548,0.0078125,0.06975614279508591,5.042441844940186,0.08880212157964706,380.2896375705658,573.4720919234011,625.3164978678038,0.6841866374015808,1,0.1926381438970566,125.0
espectrogramas_salida_secciones_2\Eli & Fur - Otherside (Nils Hoffmann Remix) [Official Audio]_fragmento_2.png,1,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0:10,0:15,0.07991135120391846,0.00390625,0.06432364135980606,5.745593547821045,0.08477919548749924,475.0805377556679,608.6920808408196,779.5842217484009,0.7902308106422424,1,0.2380115985870361,125.0
espectrogramas_salida_secciones_2\Eli & Fur - Otherside (Nils Hoffmann Remix) [Official Audio]_fragmento_3.png,1,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0:15,0:20,0.1106887385249138,0.00830078125,0.08983887732028961,6.102521896362305,0.1163777932524681,1885.276521076181,2877.271452650037,3706.423240938166,1.052192449569702,1,0.5948548913002014,125.0
espectrogramas_salida_secciones_2\Eli & Fur - Otherside (Nils Hoffmann Remix) [Official Audio]_fragmento_4.png,1,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0:20,0:25,0.1120771244168282,0.0146484375,0.09062382578849792,6.155650615692139,0.1173176467418671,1543.692699463546,2495.264105311897,2851.679104477612,0.997491180896759,1,0.5566245317459106,125.0
espectrogramas_salida_secciones_2\Eli & Fur - Otherside (Nils Hoffmann Remix) [Official Audio]_fragmento_5.png,1,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0:25,0:30,0.09640364348888397,0.00830078125,0.07750535756349564,5.414467811584473,0.1018351316452026,1131.264580782948,1715.21778691483,2085.137926439233,0.9644553065299988,1,0.4120782017707825,125.0
espectrogramas_salida_secciones_2\Eli & Fur - Otherside (Nils Hoffmann Remix) [Official Audio]_fragmento_6.png,1,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0:30,0:35,0.1815163493156433,0.00537109375,0.14992655813694,4.285171508789062,0.187943235039711,1136.269954793242,2104.516160297394,1811.234008528785,1.029695391654968,1,0.6237417459487915,125.0
espectrogramas_salida_secciones_2\Eli & Fur - Otherside (Nils Hoffmann Remix) [Official Audio]_fragmento_7.png,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0:35,0:40,0.2085983902215958,0.00537109375,0.1728935986757278,3.824514389038086,0.209884375333786,1036.537334432475,2065.421715644813,1676.755730277185,1.003165006637573,1,0.5340503454208374,125.0
espectrogramas_salida_secciones_2\Eli & Fur - Otherside (Nils Hoffmann Remix) [Official Audio]_fragmento_8.png,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0:40,0:45,0.1585483402013779,0.00341796875,0.1304064095020294,4.831625461578369,0.164824977517128,1107.441740472122,1592.945427634716,1912.779850746269,1.01562511920929,1,0.6871615648269653,125.0
espectrogramas_salida_secciones_2\Eli & Fur - Otherside (Nils Hoffmann Remix) [Official Audio]_fragmento_9.png,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0:45,0:50,0.1952463835477829,0.01953125,0.1663861274719238,4.898253440856934,0.2153853625059128,876.7358132042802,1299.681966742991,1648.570762260128,1.160423517227173,1,0.8426349759101868,125.0
espectrogramas_salida_secciones_2\Eli & Fur - Otherside (Nils Hoffmann Remix) [Official Audio]_fragmento_10.png,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0:50,0:55,0.2238721549510956,0.0009765625,0.1920190304517746,4.177812576293945,0.2375163584947586,610.5214260097408,1180.922982748184,1079.074493603412,1.170967698097229,1,0.7284271121025085,125.0
espectrogramas_salida_secciones_2\Eli & Fur - Otherside (Nils Hoffmann Remix) [Official Audio]_fragmento_11.png,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0:55,1:00,0.2161982655525208,0.00146484375,0.184411346912384,4.332464694976807,0.2292860150337219,571.7081222666852,1090.450901051023,1025.403118336887,1.160661101341248,1,0.7271933555603027,125.0
espectrogramas_salida_secciones_2\Eli & Fur - Otherside (Nils Hoffmann Remix) [Official Audio]_fragmento_12.png,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1:00,1:05,0.2207367122173309,0.00244140625,0.1876024156808853,4.258202075958252,0.2355030924081802,817.2018292757521,1532.970484212328,1615.538379530917,1.365548849105835,1,0.8038688898086548,125.0
espectrogramas_salida_secciones_2\Eli & Fur - Otherside (Nils Hoffmann Remix) [Official Audio]_fragmento_13.png,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1:05,1:10,0.230305939912796,0.001953125,0.1956381052732468,4.093679428100586,0.2422277331352234,893.9343048505214,1637.334732468803,1790.395122601279,1.358482718467712,1,0.7931851744651794,125.0
espectrogramas_salida_secciones_2\Eli & Fur - Otherside (Nils Hoffmann Remix) [Official Audio]_fragmento_14.png,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1:10,1:15,0.2234503924846649,0.0078125,0.1895171701908112,4.200486660003662,0.2364604324102402,931.7811528755633,1616.849052022154,1927.921775053305,1.318644881248474,1,0.8123453855514526,125.0
espectrogramas_salida_secciones_2\Eli & Fur - Otherside (Nils Hoffmann Remix) [Official Audio]_fragmento_15.png,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1:15,1:20,0.230184867978096,0.0009765625,0.1950135976076126,4.160877704620361,0.2408063262701035,983.5279741650502,1660.967937929966,2076.142723880597,1.325709462165833,1,0.8534163236618042,125.0
espectrogramas_salida_secciones_2\Eli & Fur - Otherside (Nils Hoffmann Remix) [Official Audio]_fragmento_16.png,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1:20,1:25,0.2411824017763138,0.009765625,0.2035559415817261,3.884169578552246,0.2505054771900177,1002.456971716373,1635.318674851118,2045.758928571429,1.283604502677917,1,0.8776460289955139,125.0
espectrogramas_salida_secciones_2\Eli & Fur - Otherside (Nils Hoffmann Remix) [Official Audio]_fragmento_17.png,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1:25,1:30,0.2123175263404846,0.0087890625,0.1780073344707489,4.429201126098633,0.2250030487775803,1258.687396476605,1869.845422257462,2542.993736673774,1.268826961517334,1,0.9002683162689209,125.0
espectrogramas_salida_secciones_2\Eli & Fur - Otherside (Nils Hoffmann Remix) [Official Audio]_fragmento_18.png,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1:30,1:35,0.1026634499430656,0.00927734375,0.08413394540548325,7.509750366210938,0.1356345117092133,1226.435749777522,1406.091927390597,2296.875,0.9233216047286987,1,0.6888377666473389,125.0
espectrogramas_salida_secciones_2\Eli & Fur - Otherside (Nils Hoffmann Remix) [Official Audio]_fragmento_19.png,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1:35,1:40,0.01657086238265038,0.01611328125,0.0136455912142992,7.913811683654785,0.01920890435576439,835.1172947770517,924.9300169349933,1392.907116204691,0.8448051810264587,1,0.06852452456951141,125.0
espectrogramas_salida_secciones_2\Eli & Fur - Otherside (Nils Hoffmann Remix) [Official Audio]_fragmento_20.png,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1:40,1:45,0.01912647858262062,0.00830078125,0.0160478875041008,6.857242107391357,0.02100928872823715,703.6508769780146,881.3402863025906,1141.091417910448,0.853704571723938,1,0.06993906944990158,125.0
espectrogramas_salida_secciones_2\Eli & Fur - Otherside (Nils Hoffmann Remix) [Official Audio]_fragmento_21.png,1,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1:45,1:50,0.100320428609848,0.013671875,0.08705931156873703,5.857691764831543,0.1341901570558548,888.7876124400995,1733.730937993376,1281.616471215352,0.8394289612770081,1,0.3932446241378784,125.0
espectrogramas_salida_secciones_2\Eli & Fur - Otherside (Nils Hoffmann Remix) [Official Audio]_fragmento_22.png,1,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1:50,1:55,0.1794792115688324,0.00146484375,0.1572891771793365,3.561716079711914,0.1800244003534317,1500.063983879315,2855.682829043747,3099.546908315565,1.037882804870605,1,0.4770485162734985,125.0
espectrogramas_salida_secciones_2\Eli & Fur - Otherside (Nils Hoffmann Remix) [Official Audio]_fragmento_23.png,1,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1:55,2:00,0.1640530973672867,0.00244140625,0.1426803171634674,3.373060703277588,0.1645364612340927,1642.796513821721,2790.596653606665,3134.728144989339,1.046578049659729,1,0.5266211628913879,125.0
espectrogramas_salida_secciones_2\Eli & Fur - Otherside (Nils Hoffmann Remix) [Official Audio]_fragmento_24.png,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2:00,2:05,0.1579499691724777,0.0029296875,0.1369365602731705,3.685559511184692,0.1588054746389389,1152.419326661789,2131.81117929012,2204.874067164179,1.010099530220032,1,0.5413820743560791,125.0
espectrogramas_salida_secciones_2\Eli & Fur - Otherside (Nils Hoffmann Remix) [Official Audio]_fragmento_25.png,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2:05,2:10,0.1653117835521698,0.00537109375,0.1407335847616196,3.583948850631714,0.1662757843732834,1908.96225986176,2996.541354261525,4012.01026119403,1.032127976417542,1,0.6742537617683411,125.0
espectrogramas_salida_secciones_2\Eli & Fur - Otherside (Nils Hoffmann Remix) [Official Audio]_fragmento_26.png,0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2:10,2:15,0.14178167283535,0.00439453125,0.1191005185246468,3.964034080505371,0.1443792432546616,1940.355836204754,2912.057498567243,4078.324893390192,1.065158843994141,1,0.6924930214881897,125.0
espectrogramas_salida_secciones_2\Eli & Fur - Otherside (Nils Hoffmann Remix) [Official Audio]_fragmento_27.png,0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2:15,2:20,0.168365091085434,0.01904296875,0.1386464834213257,5.370063304901123,0.1886313259601593,2297.556541278577,2825.187495182779,4878.797974413646,1.101579427719116,1,1.158341646194458,125.0
espectrogramas_salida_secciones_2\Eli & Fur - Otherside (Nils Hoffmann Remix) [Official Audio]_fragmento_28.png,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2:20,2:25,0.2476653605699539,0.00537109375,0.2063036262989044,3.728303670883179,0.256072998046875,960.5756946506283,1668.600245831455,1750.16657782516,1.268781185150146,1,0.924056351184845,125.0
espectrogramas_salida_secciones_2\Eli & Fur - Otherside (Nils Hoffmann Remix) [Official Audio]_fragmento_29.png,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2:25,2:30,0.2462475299835205,0.00634765625,0.2073283344507217,3.782489776611328,0.255583792924881,943.5949745259271,1673.792415698057,1728.877931769723,1.274060010910034,1,0.9131658673286438,125.0
espectrogramas_salida_secciones_2\Eli & Fur - Otherside (Nils Hoffmann Remix) [Official Audio]_fragmento_30.png,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2:30,2:35,0.2366779744625092,0.01123046875,0.1961301863193512,3.955240488052368,0.244847908616066,1079.154751047886,1820.433859827284,2084.138459488273,1.305953025817871,1,0.9559065699577332,125.0
espectrogramas_salida_secciones_2\Eli & Fur - Otherside (Nils Hoffmann Remix) [Official Audio]_fragmento_31.png,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2:35,2:40,0.2472265511751175,0.0068359375,0.206396222114563,3.712475299835205,0.2566676437854767,1174.9529785114,1918.802128893282,2344.74946695096,1.314097285270691,1,1.033763766288757,125.0
espectrogramas_salida_secciones_2\Eli & Fur - Otherside (Nils Hoffmann Remix) [Official Audio]_fragmento_32.png,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2:40,2:45,0.2462845146656036,0.0078125,0.2046470493078232,3.826117753982544,0.2547953724861145,1233.038581622013,2001.942967510403,2521.805037313433,1.346680164337158,1,1.025856018066406,125.0
espectrogramas_salida_secciones_2\Eli & Fur - Otherside (Nils Hoffmann Remix) [Official Audio]_fragmento_33.png,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2:45,2:50,0.2221611589193344,0.01025390625,0.1845714002847672,4.25441837310791,0.2312910705804825,1735.367021598997,2443.754492101721,3706.773054371002,1.210311770439148,1,1.09332275390625,125.0
espectrogramas_salida_secciones_2\Eli & Fur - Otherside (Nils Hoffmann Remix) [Official Audio]_fragmento_34.png,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2:50,2:55,0.2583319544792175,0.0009765625,0.2131143361330032,3.589248657226562,0.2651901543140411,1793.820099171237,2797.722253119817,3539.31236673774,1.221667766571045,1,1.246393799781799,125.0
espectrogramas_salida_secciones_2\Eli & Fur - Otherside (Nils Hoffmann Remix) [Official Audio]_fragmento_35.png,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2:55,3:00,0.2503159940242767,0.04345703125,0.2067941427230835,3.798435211181641,0.2580772340297699,1952.963615943934,2918.958694542982,4056.136727078891,1.234068155288696,1,1.226712584495544,125.0
espectrogramas_salida_secciones_2\Eli & Fur - Otherside (Nils Hoffmann Remix) [Official Audio]_fragmento_36.png,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3:00,3:05,0.2506683170795441,0.01025390625,0.2068757116794586,3.849197149276733,0.2575030624866486,2008.239220705213,2910.593323179942,4140.591684434968,1.233561635017395,1,1.295389890670776,125.0
espectrogramas_salida_secciones_2\Eli & Fur - Otherside (Nils Hoffmann Remix) [Official Audio]_fragmento_37.png,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3:05,3:10,0.256941944360733,0.01123046875,0.2120422869920731,3.730163335800171,0.2640493214130402,1938.566062126868,2781.898338399173,3902.518656716418,1.209021091461182,1,1.32451593875885,125.0
espectrogramas_salida_secciones_2\Eli & Fur - Otherside (Nils Hoffmann Remix) [Official Audio]_fragmento_38.png,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3:10,3:15,0.2563849687576294,0.0166015625,0.2128738164901733,3.672332286834717,0.2644420862197876,2052.643647865376,2922.316774068613,4260.327825159915,1.175998091697693,1,1.275915622711182,125.0
espectrogramas_salida_secciones_2\Eli & Fur - Otherside (Nils Hoffmann Remix) [Official Audio]_fragmento_39.png,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3:15,3:20,0.2140384614467621,0.001953125,0.1732937395572662,4.280351638793945,0.2207813858985901,2449.928852843428,3124.238717674169,5284.831423240938,1.078425765037537,1,1.30772602558136,125.0
espectrogramas_salida_secciones_2\Eli & Fur - Otherside (Nils Hoffmann Remix) [Official Audio]_fragmento_40.png,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3:20,3:25,0.03001888655126095,0.017578125,0.02433013916015625,6.56465482711792,0.03321263939142227,1093.790573140192,1078.334567782425,1899.486940298508,0.7711829543113708,1,0.169084221124649,125.0
espectrogramas_salida_secciones_2\Eli & Fur - Otherside (Nils Hoffmann Remix) [Official Audio]_fragmento_41.png,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3:25,3:30,0.02000163495540619,0.01318359375,0.01636860705912113,7.777244567871094,0.02240628376603127,948.3284809780174,925.9882105380681,1565.265191897655,0.8298876285552979,1,0.09551899880170822,125.0
